	var1	cat1	cat2
825	0.9198556164127605	c2	c1
826	0.34634599436596125	c1	c1
827	0.3469532018962277	c1	c1
828	0.7375012481097484	c2	c1
829	0.45221794088980716	c3	c1
830	0.22460482293998196	c3	c1
831	0.4524395161326934	c1	c1
832	0.14085702037979986	c3	c1
833	0.1763869865062233	c2	c1
834	0.49836777273947974	c2	c1
835	0.4189254495045479	c1	c1
836	0.9148459010681	c2	c1
837	0.3623938991166331	c1	c1
838	0.5805883502780435	c2	c1
839	0.6322642879195304	c1	c1
840	0.013094456588333636	c3	c1
841	0.6635373720167106	c2	c1
842	0.17803596686975143	c2	c1
843	0.9610703174694551	c1	c1
844	0.14866272775311296	c1	c1
845	0.41462412372702373	c2	c1
846	0.08534966807864386	c1	c1
847	0.9968742518459474	c2	c1
848	0.5021950103312426	c3	c1
849	0.5953850173200438	c1	c1
850	0.06707647738842748	c2	c1
851	0.7499604703991778	c3	c1
852	0.20990559309558576	c3	c1
853	0.8980542894407137	c2	c1
854	0.20513964048200717	c1	c1
855	0.19068772066366657	c2	c1
856	0.03654966784809488	c3	c1
857	0.47206694510999925	c2	c1
858	0.5648411332626164	c1	c1
859	0.06570863942835237	c3	c1
860	0.7755276166950106	c2	c1
861	0.4532888347480276	c1	c1
862	0.52439026932758	c3	c1
863	0.44076274693822814	c1	c1
864	0.400763060875326	c3	c1
865	0.5596403313082179	c2	c1
866	0.1552402459307125	c1	c1
867	0.18192813049527112	c3	c1
868	0.8617856210135173	c1	c1
869	0.9461154621336327	c1	c1
870	0.37330931627975295	c2	c1
871	0.27074467314355377	c1	c1
872	0.6439995432390158	c3	c1
873	0.4087341710980964	c3	c1
874	0.02538635566034486	c3	c1
875	0.15615259736619036	c3	c1
876	0.7159722288473975	c2	c1
877	0.6589239419101514	c1	c1
878	0.02709599250348349	c2	c1
879	0.22197216193294944	c1	c1
880	0.2310747965880714	c1	c1
881	0.6718927435987284	c1	c1
882	0.019710537754364155	c2	c1
883	0.10410858198457384	c1	c1
884	0.7999160853731894	c2	c1
885	0.1785446620543336	c3	c1
886	0.6527461078518747	c3	c1
887	0.23818278104672652	c1	c1
888	0.09944139275934516	c2	c1
889	0.24317219099945409	c3	c1
890	0.7222669318556592	c2	c1
891	0.8556964681062857	c2	c1
892	0.8302198645669916	c1	c1
893	0.3971835296184548	c3	c1
894	0.6680851365706462	c1	c1
895	0.20498429541582097	c1	c1
896	0.29314773026101326	c3	c1
897	0.8963358185211198	c3	c1
898	0.013001923510736035	c2	c1
899	0.08550853085446808	c3	c1
900	0.20788625514602732	c2	c1
901	0.026532203873819715	c2	c1
902	0.18143543508979731	c2	c1
903	0.5830415609696922	c3	c1
904	0.42142455059249795	c1	c1
905	0.8926717110769748	c2	c1
906	0.8174435617384409	c1	c1
907	0.34181735169787597	c1	c1
908	0.2594234334312925	c3	c1
909	0.3796924081672669	c1	c1
910	0.5902949425148077	c1	c1
911	0.26806364082287626	c3	c1
912	0.624148907849134	c2	c1
913	0.4094116521912404	c1	c1
914	0.5520471808519802	c3	c1
915	0.4361265291353167	c1	c1
916	0.29446575954191767	c1	c1
917	0.9484533069621567	c2	c1
918	0.7636057941597608	c1	c1
919	0.14011317576645255	c3	c1
920	0.8684679758979128	c1	c1
921	0.48743119824951364	c2	c1
922	0.8945522268940914	c2	c1
923	0.7998552559473152	c3	c1
924	0.42521350446923345	c2	c1
925	0.022469308320117398	c1	c1
926	0.2686773593849461	c2	c1
927	0.5416342146608669	c3	c1
928	0.6334782198261473	c2	c1
929	0.2578876854332023	c2	c1
930	0.13935607407282413	c2	c1
931	0.8349302367992991	c3	c1
932	0.9844021807035521	c2	c1
933	0.5256901823026858	c2	c1
934	0.1716792858483035	c1	c1
935	0.27230732651936895	c3	c1
936	0.018390676547466733	c2	c1
937	0.914298806560499	c3	c1
938	0.11775108289014113	c2	c1
939	0.5765164755142536	c2	c1
940	0.274055220687206	c2	c1
941	0.5541780025157934	c1	c1
942	0.6514203883518642	c1	c1
943	0.8297418037072016	c1	c1
944	0.2064212717606032	c3	c1
945	0.010995828658480478	c3	c1
946	0.13688563006880727	c1	c1
947	0.9000186418481051	c3	c1
948	0.8738900775625152	c2	c1
949	0.5974131021703083	c2	c1
950	0.6005168604336534	c2	c1
951	0.6650366745462555	c1	c1
952	0.1753712786234496	c3	c1
953	0.9144119459249598	c1	c1
954	0.4187705248920731	c3	c1
955	0.38313852824949746	c2	c1
956	0.5189177052828375	c1	c1
957	0.046965966775055046	c3	c1
958	0.1662833687560794	c3	c1
959	0.7380336164263704	c2	c1
960	0.08279866792512647	c1	c1
961	0.6031521094663882	c1	c1
962	0.24534910968132095	c1	c1
963	0.38929561404197655	c2	c1
964	0.28869373677069987	c1	c1
965	0.35567271646494913	c2	c1
966	0.7190459051842455	c2	c1
967	0.297121715623175	c2	c1
968	0.5664046402968972	c3	c1
969	0.47605040219909966	c1	c1
970	0.6636711653626481	c1	c1
971	0.936829739324758	c2	c1
972	0.7325720972102503	c2	c1
973	0.21494037859075676	c1	c1
974	0.031183135061284672	c2	c1
975	0.2622640442998251	c1	c1
976	0.5950779307002548	c3	c1
977	0.05142581348425035	c2	c1
978	0.49636624720123634	c1	c1
979	0.5968428489168892	c2	c1
980	0.3342438908169608	c1	c1
981	0.7709122037458219	c1	c1
982	0.1065982531337718	c2	c1
983	0.07513778173580876	c3	c1
984	0.7281887562036033	c1	c1
985	0.49549131620619846	c1	c1
986	0.688402396427736	c1	c1
987	0.4348273386037462	c3	c1
988	0.2464020332391068	c3	c1
989	0.8191023176741997	c2	c1
990	0.7994158789689793	c3	c1
991	0.6946964708544268	c2	c1
992	0.2721451372299627	c2	c1
993	0.5902306668690871	c3	c1
994	0.3609738969400268	c2	c1
995	0.09158207332663415	c3	c1
996	0.9173135754622428	c2	c1
997	0.1368186309189614	c3	c1
998	0.9502373538208024	c3	c1
999	0.44600577295795574	c2	c1
