var1	cat1	cat2
0.018390676547466733	c2	c1
0.914298806560499	c3	c1
0.11775108289014113	c2	c1
0.5765164755142536	c2	c1
0.274055220687206	c2	c1
0.5541780025157934	c1	c1
0.6514203883518642	c1	c1
0.8297418037072016	c1	c1
0.2064212717606032	c3	c1
0.010995828658480478	c3	c1
0.13688563006880727	c1	c1
0.9000186418481051	c3	c1
0.8738900775625152	c2	c1
0.5974131021703083	c2	c1
0.6005168604336534	c2	c1
0.6650366745462555	c1	c1
0.1753712786234496	c3	c1
0.9144119459249598	c1	c1
0.4187705248920731	c3	c1
0.38313852824949746	c2	c1
0.5189177052828375	c1	c1
0.046965966775055046	c3	c1
0.1662833687560794	c3	c1
0.7380336164263704	c2	c1
0.08279866792512647	c1	c1
0.6031521094663882	c1	c1
0.24534910968132095	c1	c1
0.38929561404197655	c2	c1
0.28869373677069987	c1	c1
0.35567271646494913	c2	c1
0.7190459051842455	c2	c1
0.297121715623175	c2	c1
0.5664046402968972	c3	c1
0.47605040219909966	c1	c1
0.6636711653626481	c1	c1
0.936829739324758	c2	c1
0.7325720972102503	c2	c1
0.21494037859075676	c1	c1
0.031183135061284672	c2	c1
0.2622640442998251	c1	c1
0.5950779307002548	c3	c1
0.05142581348425035	c2	c1
0.49636624720123634	c1	c1
0.5968428489168892	c2	c1
0.3342438908169608	c1	c1
0.7709122037458219	c1	c1
0.1065982531337718	c2	c1
0.07513778173580876	c3	c1
0.7281887562036033	c1	c1
0.49549131620619846	c1	c1
0.688402396427736	c1	c1
0.4348273386037462	c3	c1
0.2464020332391068	c3	c1
0.8191023176741997	c2	c1
0.7994158789689793	c3	c1
0.6946964708544268	c2	c1
0.2721451372299627	c2	c1
0.5902306668690871	c3	c1
0.3609738969400268	c2	c1
0.09158207332663415	c3	c1
0.9173135754622428	c2	c1
0.1368186309189614	c3	c1
0.9502373538208024	c3	c1
0.44600577295795574	c2	c1
